id,title,description,duration,difficulty,learning_path_id
305,Situational Trading: Proven Option Strategy for any Scenario,Learn the concepts of DataBricks,1.5,Beginner,5
306,Portfolio Management for CA / CS / CFA exams,Learn the process of data Transformation through dbt,1,Beginner,14
307,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),Learn python for data engineering,1,Beginner,15
308,Finding an Unlimited Amount of Investors,Learn statistics,0.7,Beginner,7
309,Bookkeeping Made Easy,Learn the basics of Node.js,1.5,Beginner,17
310,BITCOIN VISUALLY. Part I.,Learn the fundamentals of JavaScript programming.,4,Beginner,17
311,Learn and Master the Basics of Finance,Explore advanced CSS for modern web design.,3,Beginner,9
312,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,"Learn the basics of html
",5.5,Beginner,13
313,Mastering the Market : (Technical Analysis + Candlestick),Learn basics of react,7,Beginner,13
314,Mastering Countertrend Trading : High Profit Trading Pattern,Learn the concept of nextjs,1,Beginner,20
315,Exam 1 Review - Managerial Accounting (U of H),Learn the ETL process effectively,2,Beginner,15
316,* An Integrated Approach to the Fundamentals of Accounting,Learn the concepts of DataBricks,5.5,Beginner,3
317,Get to grips with the CFA calculator,Learn the process of data Transformation through dbt,1.5,Beginner,8
318,Financial Model Fundamentals-Learn the Essential Skills,Learn python for data engineering,2.5,Beginner,7
319,Forex: Economic News Trading,Learn statistics,0.683333333,Beginner,16
320,Analyze Real Estate Investments | Financial Modeling,Learn the basics of Node.js,2,Beginner,19
321,Forex For Beginners - A Guide To Currency Trading,Learn the fundamentals of JavaScript programming.,0.5,Beginner,9
322,Raise Your Credit Score to 800 Or More....,Explore advanced CSS for modern web design.,2,Beginner,5
323,Financial Management Budgeting Techniques,"Learn the basics of html
",2,Beginner,9
324,Forex Killing Divergence - How to trade with precision,Learn basics of react,0.683333333,Beginner,5
325,Working Capital Management for CA / CFA / CPA Exams,Learn the concept of nextjs,3.5,Intermediate,14
326,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,Learn the ETL process effectively,5.5,Beginner,8
327,Corporate Finance 101: Financial Statement Analysis & Ratios,Learn the concepts of DataBricks,8,Beginner,8
328,Mastering Futures Options for Beginners - Your Top 5 Plays!,Learn the process of data Transformation through dbt,2.5,Beginner,18
329,"Professional Options Trading, Simplified",Learn python for data engineering,2,Beginner,11
330,"Advanced Options Concepts - Probability, Greeks, Simulation",Learn statistics,2,Intermediate,10
331,Accounting Basics - A Complete Study,Learn the basics of Node.js,29,Beginner,12
332,Case Studies in Macro Economics,Learn the fundamentals of JavaScript programming.,4,Beginner,20
333,My Forex Strategy that win consistently over and over,Explore advanced CSS for modern web design.,1.5,Intermediate,13
334,Understand Banks & Financial Markets ,"Learn the basics of html
",3,Beginner,18
335,Stock Technical Analysis with Python,Learn basics of react,8,Beginner,9
336,How to Become an Accountant from scratch!,Learn the concept of nextjs,3,Beginner,8
337,How to invest in Gold,Learn the ETL process effectively,2.5,Beginner,4
338,Automate Your Finances,Learn the concepts of DataBricks,1,Beginner,17
339,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),Learn the process of data Transformation through dbt,26,Beginner,20
340,Accounting Made Easy: A Quick Guide to Financial Accounting,Learn python for data engineering,1.5,Beginner,9
341,Futures/Commodity Training (Basics),Learn statistics,1.5,Beginner,14
342,Cost Accounting Marginal Costing Theory and Practice,Learn the basics of Node.js,2.5,Beginner,14
343,The Big Volatility Short: The Best Trade On Wall Street!,Learn the fundamentals of JavaScript programming.,1.5,Beginner,5
344,Master Finance in Three Hours,Explore advanced CSS for modern web design.,3,Beginner,16
345,Learn Options on Futures for Hedging Options and Stocks,"Learn the basics of html
",0.7,Advanced,1
346,Option selling trading as income source. Beginners friendly,Learn basics of react,6,Beginner,17
347,Introduction to Value Growth Investing,Learn the concept of nextjs,1,Beginner,14
348,Become A Forex Trader - Forex trading like a professional,Learn the ETL process effectively,2.5,Beginner,16
349,Hedge Fund Trading System,Learn the concepts of DataBricks,1,Beginner,7
350,Bulletproof Personal Finance: Expert Asset Allocation,Learn the process of data Transformation through dbt,1,Beginner,19
351,Financial Accounting: The Complete Introductory Crash Course,Learn python for data engineering,10,Beginner,5
352,Learn About Trading Options from a real wallstreet trader,Learn statistics,1,Beginner,14
353,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,Learn the basics of Node.js,1,Beginner,11
354,How to Build a Massive Stock Portfolio from Zero!,Learn the fundamentals of JavaScript programming.,11,Beginner,3
355,Introductory Forex Trading Course,Explore advanced CSS for modern web design.,3.5,Beginner,3
356,Budgeting Hacks to Build Wealth!,"Learn the basics of html
",0.533333333,Beginner,1
357,Accounting and Finance for Bankers - A Comprehensive Study,Learn basics of react,24.5,Beginner,14
358,Forex Prep Academy for Beginners-Real trades!,Learn the concept of nextjs,3,Beginner,14
359,Accounting for Deferred Taxes (Professional Course Level),Learn the ETL process effectively,1.5,Beginner,10
360,TRADING TRUTHS,Learn the concepts of DataBricks,2,Beginner,17
361,The Binary Institute - Introductory Course in Binary Options,Learn the process of data Transformation through dbt,1,Beginner,7
362,Forex Trading vs Option Trading,Learn python for data engineering,2.5,Beginner,2
363,How to Invest in Stocks + Billionaire Investing Tips,Learn statistics,2,Beginner,6
364,Value Investing For Beginners,Learn the basics of Node.js,2.5,Beginner,15
365,TRADING TACTICS,Learn the fundamentals of JavaScript programming.,6,Beginner,6
366,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,Explore advanced CSS for modern web design.,0.716666667,Beginner,4
367,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,"Learn the basics of html
",6,Beginner,7
368,build a solid foundation for trading options,Learn basics of react,1,Beginner,9
369,Forex Scam: Avoid the scam today,Learn the concept of nextjs,2,Beginner,4
370,Cost Accounting Crash Course,Learn the ETL process effectively,2.5,Beginner,8
371,Option Trading for Rookies: Basic Option Strategies,Learn the concepts of DataBricks,2.5,Beginner,20
372,Business Analysis:  Working with Use Cases,Learn the process of data Transformation through dbt,1.5,Beginner,20
373,Learn to Raise the Funds You Need via Crowdfunding,Learn python for data engineering,8,Beginner,11
374,Business finances,Learn statistics,1,Beginner,1
375,Financial Accounting - A Brief Introduction,Learn the basics of Node.js,1,Beginner,4
376,Trading Economic Indicators - Complete Trading System,Learn the fundamentals of JavaScript programming.,1.5,Beginner,3
377,Foundation of Options Trading and Investing,Explore advanced CSS for modern web design.,1,Beginner,9
378,Option Trading - How To Earn If You Can't Predict The Market,"Learn the basics of html
",1.5,Beginner,10
379,The Financial Analyst Skills Training (FAST) course 2017,Learn basics of react,10,Beginner,5
380,Covered Calls - Powerful Income Strategy for Stock Traders,Learn the concept of nextjs,1,Beginner,10
381,Accounting 1 Simplified for You,Learn the ETL process effectively,3,Beginner,12
382,[Value Investing] Where White People Keep Their Money,Learn the concepts of DataBricks,4,Advanced,15
383,How to Start Investing: Made Simple and Easy,Learn the process of data Transformation through dbt,1,Beginner,2
384,Basics of Commerce A Complete Study,Learn python for data engineering,5.5,Beginner,5
385,The Passive Investing Blueprint - Build Wealth Passively,Learn statistics,3.5,Beginner,12
386,7 Steps: Your Introduction to Trading,Learn the basics of Node.js,5,Beginner,10
387,Forex - Elliott Wave Theory with Fibonacci. ,Learn the fundamentals of JavaScript programming.,1.5,Beginner,15
388,The Actuarial Profession: Basic Sciences and Principles,Explore advanced CSS for modern web design.,0.583333333,Beginner,17
389,Investing in stocks: Avoid stock market loss,"Learn the basics of html
",1,Beginner,1
390,QuickBooks Online: Complete Guide & Certification tips,Learn basics of react,13,Beginner,10
391,Build Financial Models & Value Companies The Easy Way,Learn the concept of nextjs,1,Beginner,2
392,Adventure Capital: How to pay off debt ,Learn the ETL process effectively,1,Beginner,1
393,Chart Patterns Trading Demystified,Learn the concepts of DataBricks,2.5,Beginner,15
394,Financial Planning & Analysis: Building a Company's Budget,Learn the process of data Transformation through dbt,1.5,Beginner,11
395,Simple things you must know before start FOREX (OFFER),Learn python for data engineering,0.733333333,Beginner,20
396,Practical Finance,Learn statistics,1,Beginner,6
397,Forex Trading: Comprehensive & Concise Forex Trading Course,Learn the basics of Node.js,3.5,Beginner,7
398,Leaps Options Trading System - Diagonal Leaps Options Spread,Learn the fundamentals of JavaScript programming.,1,Beginner,15
399,Finance - Ratios Analysis & Interpretations,Explore advanced CSS for modern web design.,2.5,Beginner,17
400,Forex Trading -  Learn to Trade From Scratch!,"Learn the basics of html
",1.5,Beginner,5
401,Technical Analysis tools for Stocks and Options trading,Learn basics of react,1.5,Beginner,13
402,Quantitative Trading Analysis with R,Learn the concept of nextjs,7.5,Beginner,10
403,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),Learn the ETL process effectively,6,Beginner,3
404,Get Started With Penny Stocks -Step by Step Guide to Trading,Learn the concepts of DataBricks,2,Beginner,6
405,CPA 101: How To Master Affiliate Marketing In No Time,Learn the process of data Transformation through dbt,1.5,Beginner,17
406,Corporate Internal Controls and Fraud Controls,Learn python for data engineering,2,Intermediate,3
407,"Forex trading tactics, that work!",Learn statistics,0.6,Beginner,5
408,Professional Risk Manager (PRM) Certification: Level 2,Learn the basics of Node.js,7.5,Beginner,9
409,Trading Options Basics,Learn the fundamentals of JavaScript programming.,1.5,Beginner,11
410,Practical Trading on Financial Futures & Options Markets,Explore advanced CSS for modern web design.,4,Beginner,10
411,Bookkeeping made simple,"Learn the basics of html
",1,Beginner,15
412,The Visual Learning Basic Accounting Course,Learn basics of react,1,Beginner,13
413,ChalkTalk: Financial Accounting,Learn the concept of nextjs,3.5,Beginner,13
414,The 7 fundamentals to Successful Cashflow Management,Learn the ETL process effectively,1,Beginner,7
415,How to trade options,Learn the concepts of DataBricks,0.716666667,Intermediate,5
416,Coaching Course:Investment Analysis for your clients,Learn the process of data Transformation through dbt,0.566666667,Intermediate,12
417,Harnessing the Power of Growth Stocks,Learn python for data engineering,2,Intermediate,15
418,The Investment Banking Recruitment Series,Learn statistics,3.5,Beginner,8
419,Business Banking 101,Learn the basics of Node.js,1.5,Beginner,3
420,CFA Level I Workshop 2: Financial Reporting & Analysis I ,Learn the fundamentals of JavaScript programming.,1,Beginner,14
421,Breakout Patterns Workshop by Pattern Trader,Explore advanced CSS for modern web design.,1.5,Beginner,15
422,Asset Protection Using Offshore Companies,"Learn the basics of html
",1,Beginner,5
423,Get Credit for Your EIN That's Not Linked to Your SSN,Learn basics of react,1.5,Beginner,13
424,Financial Translation,Learn the concept of nextjs,1.5,Beginner,17
425,How to Pick Stocks,Learn the ETL process effectively,1.5,Beginner,15
426,Binary Beginners Mastery Strategy.,Learn the concepts of DataBricks,1,Beginner,17
427,Accounting 101-Master Class for Understanding Business,Learn the process of data Transformation through dbt,2.5,Beginner,4
428,High-Frequency Trading & Dark Pools,Learn python for data engineering,2,Beginner,1
429,How To Crowdfund,Learn statistics,1.5,Beginner,3
430,Financial Statement Fundamentals for Small Biz & Investors,Learn the basics of Node.js,3,Beginner,15
431,Master The Stock Market with practice,Learn the fundamentals of JavaScript programming.,2,Beginner,1
432,Introduction to Trade Theory (Technical Analysis) For Stocks,Explore advanced CSS for modern web design.,1,Beginner,11
433,Forex Trading For Beginners: Technical Trading,"Learn the basics of html
",2,Beginner,9
434,IAS 12 - Accounting for Income Taxes (Basics),Learn basics of react,4.5,Beginner,18
435,Surpassing Your Kickstarter Goals,Learn the concept of nextjs,1,Beginner,15
436,Simple Linear Regression Analysis ( A Complete Course ),Learn the ETL process effectively,1.5,Beginner,20
437,Forex: Learn to Trade Forex and FX Consistently,Learn the concepts of DataBricks,5.5,Beginner,1
438,Trading: High-ROI Trading,Learn the process of data Transformation through dbt,12.5,Intermediate,20
439,Fundraising 101,Learn python for data engineering,1,Beginner,5
440,Professional Bookkeeping & Accounting 2 - Bank Daybook,Learn statistics,2,Beginner,19
441,Filing with Companies House UK,Learn the basics of Node.js,1,Beginner,4
442,"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",Learn the fundamentals of JavaScript programming.,3.5,Beginner,6
443,The Advantages of ETF Options and Index Options Trading,Explore advanced CSS for modern web design.,1,Intermediate,15
